CPF_CNPJ;TIPO_PESSOA;TIPO_DEVEDOR;NOME_DEVEDOR;UF_UNIDADE_RESPONSAVEL;UNIDADE_RESPONSAVEL;NUMERO_INSCRICAO;TIPO_SITUACAO_INSCRICAO;SITUACAO_INSCRICAO;TIPO_CREDITO;DATA_INSCRICAO;INDICADOR_AJUIZADO;VALOR_CONSOLIDADO;ARQUIVO_ORIGEM
12.439.568/0001-92;Pessoa jurídica;Principal;AGREMIACAO SPORTIVA ARAPIRAQUENSE;AL;ALAGOAS;150837020;Em cobrança;INSCRICAO DE CREDITO EM DIVIDA ATIVA;OUTROS;27/07/2019;NAO;22782.73;PREVIDENCIARIO
12.469.102/0001-30;Pessoa jurídica;Principal;LINDOYA COUNTRY CLUB;AL;ALAGOAS;326060154;Em cobrança;CITACAO DO DEVEDOR;OUTROS;27/04/1998;SIM;14989.08;PREVIDENCIARIO
12.311.510/0001-69;Pessoa jurídica;Principal;CLUBE FENIX ALAGOANA;AL;ALAGOAS;414194365;Em cobrança;AJUIZAMENTO / DISTRIBUICAO;OUTROS;06/04/2013;SIM;34704.46;PREVIDENCIARIO
12.479.838/0001-99;Pessoa jurídica;Principal;ASSOCIACAO ATLETICA BANCO DO BRASIL;AL;ALAGOAS;154733288;Em cobrança;INSCRICAO DE CREDITO EM DIVIDA ATIVA;OUTROS;09/03/2019;NAO;2219.71;PREVIDENCIARIO
12.183.299/0001-46;Pessoa jurídica;Principal;CENTRO SPORTIVO ALAGOANO;AL;ALAGOAS;117958956;Suspenso por decisão judicial;SUSPENSAO DE EXIGIBILIDADE SEM DEPOSITO;OUTROS;11/07/2015;NAO;51935.50;PREVIDENCIARIO
12.439.568/0001-92;Pessoa jurídica;Principal;AGREMIACAO SPORTIVA ARAPIRAQUENSE;AL;ALAGOAS;138722625;Em cobrança;INSCRICAO DE CREDITO EM DIVIDA ATIVA;OUTROS;22/08/2018;NAO;2804.57;PREVIDENCIARIO
12.367.512/0001-70;Pessoa jurídica;Principal;FEDERACAO ALAGOANA DE VELA E MOTOR;AL;ALAGOAS;130892386;Benefício Fiscal;NEGOCIADO NO SISPAR;OUTROS;07/01/2017;NAO;4594.89;PREVIDENCIARIO
12.439.568/0001-92;Pessoa jurídica;Principal;AGREMIACAO SPORTIVA ARAPIRAQUENSE;AL;ALAGOAS;121826465;Suspenso por decisão judicial;SUSPENSAO DE EXIGIBILIDADE SEM DEPOSITO;OUTROS;27/12/2015;NAO;79275.31;PREVIDENCIARIO
12.439.568/0001-92;Pessoa jurídica;Principal;AGREMIACAO SPORTIVA ARAPIRAQUENSE;AL;ALAGOAS;124121705;Em cobrança;AJUIZAMENTO / DISTRIBUICAO;OUTROS;24/12/2016;SIM;23259.47;PREVIDENCIARIO
12.439.568/0001-92;Pessoa jurídica;Principal;AGREMIACAO SPORTIVA ARAPIRAQUENSE;AL;ALAGOAS;124121713;Em cobrança;AJUIZAMENTO / DISTRIBUICAO;OUTROS;24/12/2016;SIM;43002.89;PREVIDENCIARIO
12.439.568/0001-92;Pessoa jurídica;Principal;AGREMIACAO SPORTIVA ARAPIRAQUENSE;AL;ALAGOAS;129205028;Em cobrança;INSCRICAO DE CREDITO EM DIVIDA ATIVA;OUTROS;22/08/2018;NAO;12908.10;PREVIDENCIARIO
12.439.568/0001-92;Pessoa jurídica;Principal;AGREMIACAO SPORTIVA ARAPIRAQUENSE;AL;ALAGOAS;134069030;Em cobrança;INSCRICAO DE CREDITO EM DIVIDA ATIVA;OUTROS;22/08/2018;NAO;26611.30;PREVIDENCIARIO
12.439.568/0001-92;Pessoa jurídica;Principal;AGREMIACAO SPORTIVA ARAPIRAQUENSE;AL;ALAGOAS;134069056;Em cobrança;INSCRICAO DE CREDITO EM DIVIDA ATIVA;OUTROS;22/08/2018;NAO;1798.68;PREVIDENCIARIO
12.439.568/0001-92;Pessoa jurídica;Principal;AGREMIACAO SPORTIVA ARAPIRAQUENSE;AL;ALAGOAS;134069064;Em cobrança;INSCRICAO DE CREDITO EM DIVIDA ATIVA;OUTROS;22/08/2018;NAO;910.32;PREVIDENCIARIO
12.439.568/0001-92;Pessoa jurídica;Principal;AGREMIACAO SPORTIVA ARAPIRAQUENSE;AL;ALAGOAS;138722633;Em cobrança;INSCRICAO DE CREDITO EM DIVIDA ATIVA;OUTROS;22/08/2018;NAO;1478.74;PREVIDENCIARIO
12.439.568/0001-92;Pessoa jurídica;Principal;AGREMIACAO SPORTIVA ARAPIRAQUENSE;AL;ALAGOAS;138722650;Em cobrança;INSCRICAO DE CREDITO EM DIVIDA ATIVA;OUTROS;22/08/2018;NAO;12009.77;PREVIDENCIARIO
12.439.568/0001-92;Pessoa jurídica;Principal;AGREMIACAO SPORTIVA ARAPIRAQUENSE;AL;ALAGOAS;150837011;Em cobrança;INSCRICAO DE CREDITO EM DIVIDA ATIVA;OUTROS;27/07/2019;NAO;23416.69;PREVIDENCIARIO
12.439.568/0001-92;Pessoa jurídica;Principal;AGREMIACAO SPORTIVA ARAPIRAQUENSE;AL;ALAGOAS;159921872;Em cobrança;INSCRICAO DE CREDITO EM DIVIDA ATIVA;OUTROS;20/07/2019;NAO;24503.35;PREVIDENCIARIO
12.439.568/0001-92;Pessoa jurídica;Principal;AGREMIACAO SPORTIVA ARAPIRAQUENSE;AL;ALAGOAS;492061548;Suspenso por decisão judicial;SUSPENSAO DE EXIGIBILIDADE SEM DEPOSITO;OUTROS;26/07/2015;NAO;26329.61;PREVIDENCIARIO
12.439.568/0001-92;Pessoa jurídica;Principal;AGREMIACAO SPORTIVA ARAPIRAQUENSE;AL;ALAGOAS;492061556;Suspenso por decisão judicial;SUSPENSAO DE EXIGIBILIDADE SEM DEPOSITO;OUTROS;26/07/2015;NAO;27814.59;PREVIDENCIARIO
12.183.299/0001-46;Pessoa jurídica;Principal;CENTRO SPORTIVO ALAGOANO;AL;ALAGOAS;312082843;Suspenso por decisão judicial;SUSPENSAO DE EXIGIBILIDADE SEM DEPOSITO;OUTROS;30/07/1992;SIM;43830.91;PREVIDENCIARIO
12.183.299/0001-46;Pessoa jurídica;Principal;CENTRO SPORTIVO ALAGOANO;AL;ALAGOAS;315849525;Suspenso por decisão judicial;SUSPENSAO DE EXIGIBILIDADE SEM DEPOSITO;CONTRIBUICAO NAO REPASSADA;01/06/1993;NAO;76062.58;PREVIDENCIARIO
12.183.299/0001-46;Pessoa jurídica;Principal;CENTRO SPORTIVO ALAGOANO;AL;ALAGOAS;318503760;Suspenso por decisão judicial;SUSPENSAO DE EXIGIBILIDADE SEM DEPOSITO;OUTROS;30/10/1995;SIM;7782.99;PREVIDENCIARIO
12.183.299/0001-46;Pessoa jurídica;Principal;CENTRO SPORTIVO ALAGOANO;AL;ALAGOAS;350748799;Suspenso por decisão judicial;SUSPENSAO DE EXIGIBILIDADE SEM DEPOSITO;OUTROS;22/05/2002;SIM;383921.38;PREVIDENCIARIO
12.183.299/0001-46;Pessoa jurídica;Principal;CENTRO SPORTIVO ALAGOANO;AL;ALAGOAS;350751099;Suspenso por decisão judicial;SUSPENSAO DE EXIGIBILIDADE SEM DEPOSITO;OUTROS;21/05/2002;SIM;141554.08;PREVIDENCIARIO
12.183.299/0001-46;Pessoa jurídica;Principal;CENTRO SPORTIVO ALAGOANO;AL;ALAGOAS;350751102;Suspenso por decisão judicial;SUSPENSAO DE EXIGIBILIDADE SEM DEPOSITO;OUTROS;21/05/2002;SIM;4610.71;PREVIDENCIARIO
12.183.299/0001-46;Pessoa jurídica;Principal;CENTRO SPORTIVO ALAGOANO;AL;ALAGOAS;392670860;Em cobrança;INSCRICAO DE CREDITO EM DIVIDA ATIVA;OUTROS;19/04/2019;NAO;20743.31;PREVIDENCIARIO
08.501.926/0001-72;Pessoa jurídica;Principal;SINDICATO INTERESTADUAL DOS TRABALHADORES NAS INDUSTRIAS DE FABRICACAO DE ALCOOL NOS ESTADOS DE ALAGOAS E SERGIPE;AL;ALAGOAS;366272845;Em cobrança;AJUIZAMENTO / DISTRIBUICAO;OUTROS;09/12/2011;SIM;4746.53;PREVIDENCIARIO
08.501.926/0001-72;Pessoa jurídica;Principal;SINDICATO INTERESTADUAL DOS TRABALHADORES NAS INDUSTRIAS DE FABRICACAO DE ALCOOL NOS ESTADOS DE ALAGOAS E SERGIPE;AL;ALAGOAS;366272853;Em cobrança;AJUIZAMENTO / DISTRIBUICAO;OUTROS;15/10/2011;SIM;16220.18;PREVIDENCIARIO
12.479.838/0001-99;Pessoa jurídica;Principal;ASSOCIACAO ATLETICA BANCO DO BRASIL;AL;ALAGOAS;150191170;Em cobrança;AJUIZAMENTO / DISTRIBUICAO;OUTROS;12/10/2018;SIM;29729.42;PREVIDENCIARIO
12.479.838/0001-99;Pessoa jurídica;Principal;ASSOCIACAO ATLETICA BANCO DO BRASIL;AL;ALAGOAS;467572291;Em cobrança;AJUIZAMENTO / DISTRIBUICAO;OUTROS;08/08/2015;SIM;15834.74;PREVIDENCIARIO
24.180.812/0001-24;Pessoa jurídica;Principal;CLUBE DOS 30;AL;ALAGOAS;366354310;Benefício Fiscal;NEGOCIADO NO SISPAR;OUTROS;24/12/2011;SIM;3048.20;PREVIDENCIARIO
12.443.693/0001-76;Pessoa jurídica;Principal;ASSOCIACAO ATLETICA BANCO DO BRASIL CORURIPE AL;AL;ALAGOAS;126463450;Em cobrança;INSCRICAO DE CREDITO EM DIVIDA ATIVA;OUTROS;24/12/2016;NAO;8726.16;PREVIDENCIARIO
02.638.650/0001-92;Pessoa jurídica;Principal;MURICI FUTEBOL CLUBE;AL;ALAGOAS;124428355;Em cobrança;AJUIZAMENTO / DISTRIBUICAO;OUTROS;01/02/2018;SIM;11175.38;PREVIDENCIARIO
02.638.650/0001-92;Pessoa jurídica;Principal;MURICI FUTEBOL CLUBE;AL;ALAGOAS;409520063;Em cobrança;AJUIZAMENTO / DISTRIBUICAO;OUTROS;11/02/2013;SIM;23552.99;PREVIDENCIARIO
02.638.650/0001-92;Pessoa jurídica;Principal;MURICI FUTEBOL CLUBE;AL;ALAGOAS;482481641;Em cobrança;AJUIZAMENTO / DISTRIBUICAO;OUTROS;11/07/2015;SIM;12169.82;PREVIDENCIARIO
02.638.650/0001-92;Pessoa jurídica;Principal;MURICI FUTEBOL CLUBE;AL;ALAGOAS;482481650;Em cobrança;AJUIZAMENTO / DISTRIBUICAO;OUTROS;11/07/2015;SIM;47248.97;PREVIDENCIARIO
12.759.908/0001-62;Pessoa jurídica;Principal;ASSOCIACAO ATLETICA BANCO DO BRASIL  UNIAO DOS PALMARESAL;AL;ALAGOAS;122499441;Em cobrança;AJUIZAMENTO / DISTRIBUICAO;OUTROS;03/12/2016;SIM;5086.19;PREVIDENCIARIO
12.759.908/0001-62;Pessoa jurídica;Principal;ASSOCIACAO ATLETICA BANCO DO BRASIL  UNIAO DOS PALMARESAL;AL;ALAGOAS;122499450;Em cobrança;AJUIZAMENTO / DISTRIBUICAO;OUTROS;03/12/2016;SIM;16729.86;PREVIDENCIARIO
12.759.908/0001-62;Pessoa jurídica;Principal;ASSOCIACAO ATLETICA BANCO DO BRASIL  UNIAO DOS PALMARESAL;AL;ALAGOAS;402423143;Em cobrança;AJUIZAMENTO / DISTRIBUICAO;OUTROS;03/12/2016;SIM;35223.19;PREVIDENCIARIO
12.311.510/0001-69;Pessoa jurídica;Principal;CLUBE FENIX ALAGOANA;AL;ALAGOAS;120822296;Em cobrança;AJUIZAMENTO / DISTRIBUICAO;OUTROS;26/07/2015;SIM;161545.03;PREVIDENCIARIO
12.311.510/0001-69;Pessoa jurídica;Principal;CLUBE FENIX ALAGOANA;AL;ALAGOAS;123551498;Em cobrança;AJUIZAMENTO / DISTRIBUICAO;OUTROS;29/11/2015;SIM;36889.45;PREVIDENCIARIO
12.311.510/0001-69;Pessoa jurídica;Principal;CLUBE FENIX ALAGOANA;AL;ALAGOAS;130838047;Em cobrança;AJUIZAMENTO / DISTRIBUICAO;OUTROS;22/10/2016;SIM;77715.55;PREVIDENCIARIO
12.311.510/0001-69;Pessoa jurídica;Principal;CLUBE FENIX ALAGOANA;AL;ALAGOAS;137538111;Em cobrança;AJUIZAMENTO / DISTRIBUICAO;OUTROS;01/02/2018;SIM;9033.28;PREVIDENCIARIO
12.311.510/0001-69;Pessoa jurídica;Principal;CLUBE FENIX ALAGOANA;AL;ALAGOAS;137538120;Em cobrança;AJUIZAMENTO / DISTRIBUICAO;OUTROS;01/02/2018;SIM;27305.12;PREVIDENCIARIO
12.311.510/0001-69;Pessoa jurídica;Principal;CLUBE FENIX ALAGOANA;AL;ALAGOAS;352619619;Em cobrança;SUSPENSAO E / OU SOBRESTAMENTO DA ACAO;OUTROS;19/09/2006;SIM;286762.65;PREVIDENCIARIO
12.311.510/0001-69;Pessoa jurídica;Principal;CLUBE FENIX ALAGOANA;AL;ALAGOAS;397253052;Em cobrança;AJUIZAMENTO / DISTRIBUICAO;OUTROS;22/07/2011;SIM;17841.92;PREVIDENCIARIO
12.311.510/0001-69;Pessoa jurídica;Principal;CLUBE FENIX ALAGOANA;AL;ALAGOAS;397253109;Em cobrança;AJUIZAMENTO / DISTRIBUICAO;OUTROS;22/07/2011;SIM;57264.76;PREVIDENCIARIO
12.311.510/0001-69;Pessoa jurídica;Principal;CLUBE FENIX ALAGOANA;AL;ALAGOAS;404348742;Em cobrança;AJUIZAMENTO / DISTRIBUICAO;OUTROS;02/11/2012;SIM;42753.58;PREVIDENCIARIO
12.311.510/0001-69;Pessoa jurídica;Principal;CLUBE FENIX ALAGOANA;AL;ALAGOAS;423612905;Em cobrança;AJUIZAMENTO / DISTRIBUICAO;OUTROS;21/07/2013;SIM;4908.18;PREVIDENCIARIO
12.311.510/0001-69;Pessoa jurídica;Principal;CLUBE FENIX ALAGOANA;AL;ALAGOAS;459510100;Em cobrança;AJUIZAMENTO / DISTRIBUICAO;OUTROS;15/08/2014;SIM;20815.99;PREVIDENCIARIO
12.311.510/0001-69;Pessoa jurídica;Principal;CLUBE FENIX ALAGOANA;AL;ALAGOAS;459510118;Em cobrança;AJUIZAMENTO / DISTRIBUICAO;OUTROS;15/08/2014;SIM;100865.95;PREVIDENCIARIO
12.469.102/0001-30;Pessoa jurídica;Principal;LINDOYA COUNTRY CLUB;AL;ALAGOAS;314882006;Em cobrança;PEDIDO DE PENHORA E/OU REFORCO DE PENHORA;OUTROS;05/09/1995;SIM;52145.75;PREVIDENCIARIO
12.469.102/0001-30;Pessoa jurídica;Principal;LINDOYA COUNTRY CLUB;AL;ALAGOAS;326064486;Em cobrança;HASTA PUBLICA / DESIGNADA;AFERICAO INDIRETA;27/09/1999;SIM;5140739.44;PREVIDENCIARIO
08.439.762/0001-09;Pessoa jurídica;Principal;ESPORTE CLUBE CRUZEIRO;AL;ALAGOAS;314887458;Em cobrança;HASTA PUBLICA / DESIGNADA;OUTROS;01/09/1993;SIM;120339.62;PREVIDENCIARIO
04.297.008/0001-12;Pessoa jurídica;Principal;SUL AMERICA ESPORTE CLUBE;AM;AMAZONAS;315548673;Em cobrança;ARQUIVAMENTO PROVISORIO DA ACAO;OUTROS;05/01/1995;SIM;910.27;PREVIDENCIARIO
04.402.400/0001-84;Pessoa jurídica;Principal;NACIONAL FAST CLUB;AM;AMAZONAS;315822260;Em cobrança;CITACAO DO DEVEDOR;OUTROS;01/03/1994;SIM;34364.24;PREVIDENCIARIO
04.402.400/0001-84;Pessoa jurídica;Principal;NACIONAL FAST CLUB;AM;AMAZONAS;315822287;Em cobrança;AJUIZAMENTO / DISTRIBUICAO;OUTROS;01/03/1994;SIM;19680.01;PREVIDENCIARIO
04.400.917/0001-34;Pessoa jurídica;Principal;ATLETICO RIO NEGRO CLUBE;AM;AMAZONAS;123895510;Em cobrança;AJUIZAMENTO / DISTRIBUICAO;OUTROS;02/04/2016;SIM;4942.91;PREVIDENCIARIO
04.400.917/0001-34;Pessoa jurídica;Principal;ATLETICO RIO NEGRO CLUBE;AM;AMAZONAS;315546441;Em cobrança;AJUIZAMENTO / DISTRIBUICAO;OUTROS;23/02/2005;SIM;177740.51;PREVIDENCIARIO
04.400.917/0001-34;Pessoa jurídica;Principal;ATLETICO RIO NEGRO CLUBE;AM;AMAZONAS;352599987;Em cobrança;CITACAO DO DEVEDOR;OUTROS;08/01/2002;SIM;2714.14;PREVIDENCIARIO
04.400.917/0001-34;Pessoa jurídica;Principal;ATLETICO RIO NEGRO CLUBE;AM;AMAZONAS;361077998;Em cobrança;AJUIZAMENTO / DISTRIBUICAO;OUTROS;24/12/2008;SIM;15678.17;PREVIDENCIARIO
04.400.917/0001-34;Pessoa jurídica;Principal;ATLETICO RIO NEGRO CLUBE;AM;AMAZONAS;361078005;Em cobrança;AJUIZAMENTO / DISTRIBUICAO;OUTROS;24/12/2008;SIM;11946.85;PREVIDENCIARIO
04.400.917/0001-34;Pessoa jurídica;Principal;ATLETICO RIO NEGRO CLUBE;AM;AMAZONAS;365839663;Em cobrança;INSCRICAO DE CREDITO EM DIVIDA ATIVA;OUTROS;20/02/2016;NAO;8839.09;PREVIDENCIARIO
04.400.917/0001-34;Pessoa jurídica;Principal;ATLETICO RIO NEGRO CLUBE;AM;AMAZONAS;365839671;Em cobrança;INSCRICAO DE CREDITO EM DIVIDA ATIVA;OUTROS;20/02/2016;NAO;5984.66;PREVIDENCIARIO
04.400.917/0001-34;Pessoa jurídica;Principal;ATLETICO RIO NEGRO CLUBE;AM;AMAZONAS;366372025;Em cobrança;INSCRICAO DE CREDITO EM DIVIDA ATIVA;OUTROS;20/02/2016;NAO;5983.34;PREVIDENCIARIO
04.400.917/0001-34;Pessoa jurídica;Principal;ATLETICO RIO NEGRO CLUBE;AM;AMAZONAS;366372033;Em cobrança;INSCRICAO DE CREDITO EM DIVIDA ATIVA;OUTROS;20/02/2016;NAO;4488.25;PREVIDENCIARIO
04.400.917/0001-34;Pessoa jurídica;Principal;ATLETICO RIO NEGRO CLUBE;AM;AMAZONAS;368680029;Em cobrança;AJUIZAMENTO / DISTRIBUICAO;OUTROS;24/07/2010;SIM;11578.88;PREVIDENCIARIO
04.400.917/0001-34;Pessoa jurídica;Principal;ATLETICO RIO NEGRO CLUBE;AM;AMAZONAS;370639529;Em cobrança;INSCRICAO DE CREDITO EM DIVIDA ATIVA;OUTROS;29/10/2016;NAO;1059684.66;PREVIDENCIARIO
04.400.917/0001-34;Pessoa jurídica;Principal;ATLETICO RIO NEGRO CLUBE;AM;AMAZONAS;370639561;Em cobrança;INSCRICAO DE CREDITO EM DIVIDA ATIVA;OUTROS;20/02/2016;NAO;35893.66;PREVIDENCIARIO
04.400.917/0001-34;Pessoa jurídica;Principal;ATLETICO RIO NEGRO CLUBE;AM;AMAZONAS;370639570;Em cobrança;INSCRICAO DE CREDITO EM DIVIDA ATIVA;OUTROS;29/10/2016;NAO;80854.90;PREVIDENCIARIO
04.400.917/0001-34;Pessoa jurídica;Principal;ATLETICO RIO NEGRO CLUBE;AM;AMAZONAS;371440092;Em cobrança;INSCRICAO DE CREDITO EM DIVIDA ATIVA;OUTROS;29/10/2016;NAO;244861.32;PREVIDENCIARIO
04.400.917/0001-34;Pessoa jurídica;Principal;ATLETICO RIO NEGRO CLUBE;AM;AMAZONAS;484678086;Em cobrança;AJUIZAMENTO / DISTRIBUICAO;OUTROS;11/07/2015;SIM;15803.95;PREVIDENCIARIO
04.227.815/0001-69;Pessoa jurídica;Principal;PRINCESA DO SOLIMOES ESPORTE CLUBE;AM;AMAZONAS;148209807;Benefício Fiscal;INCLUIDO EM PARCELAMENTO SIMP. LEI 10.522;OUTROS;11/08/2018;NAO;5169.31;PREVIDENCIARIO
04.480.984/0001-06;Pessoa jurídica;Principal;ASSOCIACAO ATLETICA BANCO DO BRASIL;AM;AMAZONAS;140606564;Benefício Fiscal;NEGOCIADO NO SISPAR;OUTROS;26/01/2019;SIM;2099.89;PREVIDENCIARIO
04.480.984/0001-06;Pessoa jurídica;Principal;ASSOCIACAO ATLETICA BANCO DO BRASIL;AM;AMAZONAS;140606572;Benefício Fiscal;NEGOCIADO NO SISPAR;OUTROS;19/01/2019;SIM;5020.74;PREVIDENCIARIO
04.480.984/0001-06;Pessoa jurídica;Principal;ASSOCIACAO ATLETICA BANCO DO BRASIL;AM;AMAZONAS;140606580;Benefício Fiscal;NEGOCIADO NO SISPAR;OUTROS;19/01/2019;SIM;23496.62;PREVIDENCIARIO
04.480.984/0001-06;Pessoa jurídica;Principal;ASSOCIACAO ATLETICA BANCO DO BRASIL;AM;AMAZONAS;141436891;Benefício Fiscal;NEGOCIADO NO SISPAR;OUTROS;26/01/2019;SIM;3175.02;PREVIDENCIARIO
04.480.984/0001-06;Pessoa jurídica;Principal;ASSOCIACAO ATLETICA BANCO DO BRASIL;AM;AMAZONAS;141436905;Benefício Fiscal;NEGOCIADO NO SISPAR;OUTROS;26/01/2019;SIM;21224.68;PREVIDENCIARIO
04.480.984/0001-06;Pessoa jurídica;Principal;ASSOCIACAO ATLETICA BANCO DO BRASIL;AM;AMAZONAS;153153865;Benefício Fiscal;NEGOCIADO NO SISPAR;OUTROS;27/10/2018;SIM;8829.44;PREVIDENCIARIO
13.521.104/0001-93;Pessoa jurídica;Principal;ESPORTE CLUBE IRANDUBA DA AMAZONIA;AM;AMAZONAS;154093491;Em cobrança;INSCRICAO DE CREDITO EM DIVIDA ATIVA;OUTROS;16/02/2019;NAO;14458.20;PREVIDENCIARIO
04.945.416/0001-33;Pessoa jurídica;Principal;ASSOCIACAO ATLETICA BANCO DO BRASIL;AM;AMAZONAS;162368615;Em cobrança;INSCRICAO DE CREDITO EM DIVIDA ATIVA;OUTROS;31/08/2019;NAO;11568.70;PREVIDENCIARIO
04.945.416/0001-33;Pessoa jurídica;Principal;ASSOCIACAO ATLETICA BANCO DO BRASIL;AM;AMAZONAS;162368623;Em cobrança;INSCRICAO DE CREDITO EM DIVIDA ATIVA;OUTROS;31/08/2019;NAO;43838.43;PREVIDENCIARIO
04.503.066/0001-55;Pessoa jurídica;Principal;ASSOCIACAO ATLETICA BANCO DO BRASIL;AM;AMAZONAS;147241669;Benefício Fiscal;NEGOCIADO NO SISPAR;OUTROS;03/06/2018;SIM;7833.31;PREVIDENCIARIO
04.503.066/0001-55;Pessoa jurídica;Principal;ASSOCIACAO ATLETICA BANCO DO BRASIL;AM;AMAZONAS;150377363;Benefício Fiscal;NEGOCIADO NO SISPAR;OUTROS;04/08/2018;SIM;6963.35;PREVIDENCIARIO
04.503.066/0001-55;Pessoa jurídica;Principal;ASSOCIACAO ATLETICA BANCO DO BRASIL;AM;AMAZONAS;150377371;Benefício Fiscal;NEGOCIADO NO SISPAR;OUTROS;04/08/2018;SIM;19633.86;PREVIDENCIARIO
04.835.965/0001-55;Pessoa jurídica;Principal;IDEAL CLUBE;AM;AMAZONAS;146493478;Em cobrança;AJUIZAMENTO / DISTRIBUICAO;OUTROS;19/01/2019;SIM;126079.74;PREVIDENCIARIO
04.011.706/0001-00;Pessoa jurídica;Principal;ASSOCIACAO ATLETICA BANCO DO BRASIL;AM;AMAZONAS;428864376;Em cobrança;AJUIZAMENTO / DISTRIBUICAO;OUTROS;21/11/2014;SIM;25027.99;PREVIDENCIARIO
04.400.917/0001-34;Pessoa jurídica;Principal;ATLETICO RIO NEGRO CLUBE;AM;AMAZONAS;428163092;Em cobrança;AJUIZAMENTO / DISTRIBUICAO;OUTROS;06/09/2013;SIM;28442.06;PREVIDENCIARIO
04.400.917/0001-34;Pessoa jurídica;Principal;ATLETICO RIO NEGRO CLUBE;AM;AMAZONAS;484678094;Em cobrança;AJUIZAMENTO / DISTRIBUICAO;OUTROS;11/07/2015;SIM;8576.36;PREVIDENCIARIO
04.480.984/0001-06;Pessoa jurídica;Principal;ASSOCIACAO ATLETICA BANCO DO BRASIL;AM;AMAZONAS;153153857;Benefício Fiscal;NEGOCIADO NO SISPAR;OUTROS;27/10/2018;SIM;1195.84;PREVIDENCIARIO
04.400.917/0001-34;Pessoa jurídica;Principal;ATLETICO RIO NEGRO CLUBE;AM;AMAZONAS;123895502;Em cobrança;AJUIZAMENTO / DISTRIBUICAO;OUTROS;02/04/2016;SIM;1569.19;PREVIDENCIARIO
04.011.706/0001-00;Pessoa jurídica;Principal;ASSOCIACAO ATLETICA BANCO DO BRASIL;AM;AMAZONAS;145569640;Em cobrança;INSCRICAO DE CREDITO EM DIVIDA ATIVA;OUTROS;15/06/2019;NAO;6928.57;PREVIDENCIARIO
04.400.917/0001-34;Pessoa jurídica;Principal;ATLETICO RIO NEGRO CLUBE;AM;AMAZONAS;352599995;Em cobrança;CITACAO DO DEVEDOR;OUTROS;08/01/2002;SIM;424.64;PREVIDENCIARIO
04.166.567/0001-93;Pessoa jurídica;Principal;OLIMPICO CLUBE;AM;AMAZONAS;156108321;Em cobrança;INSCRICAO DE CREDITO EM DIVIDA ATIVA;OUTROS;31/08/2019;NAO;1062.05;PREVIDENCIARIO
04.400.917/0001-34;Pessoa jurídica;Principal;ATLETICO RIO NEGRO CLUBE;AM;AMAZONAS;368680037;Em cobrança;AJUIZAMENTO / DISTRIBUICAO;OUTROS;24/07/2010;SIM;9884.59;PREVIDENCIARIO
04.020.913/0001-20;Pessoa jurídica;Principal;CLUBE MUNICIPAL;AM;AMAZONAS;372890385;Benefício Fiscal;NEGOCIADO NO SISPAR;OUTROS;04/04/2014;SIM;462032.20;PREVIDENCIARIO
04.400.917/0001-34;Pessoa jurídica;Principal;ATLETICO RIO NEGRO CLUBE;AM;AMAZONAS;391555308;Em cobrança;INSCRICAO DE CREDITO EM DIVIDA ATIVA;OUTROS;29/03/2017;NAO;764.24;PREVIDENCIARIO
04.011.706/0001-00;Pessoa jurídica;Principal;ASSOCIACAO ATLETICA BANCO DO BRASIL;AM;AMAZONAS;145569632;Em cobrança;INSCRICAO DE CREDITO EM DIVIDA ATIVA;OUTROS;15/06/2019;NAO;317.88;PREVIDENCIARIO
04.400.917/0001-34;Pessoa jurídica;Principal;ATLETICO RIO NEGRO CLUBE;AM;AMAZONAS;368679993;Em cobrança;INSCRICAO DE CREDITO EM DIVIDA ATIVA;OUTROS;20/02/2016;NAO;3121.16;PREVIDENCIARIO
04.400.917/0001-34;Pessoa jurídica;Principal;ATLETICO RIO NEGRO CLUBE;AM;AMAZONAS;371440106;Em cobrança;INSCRICAO DE CREDITO EM DIVIDA ATIVA;OUTROS;20/02/2016;NAO;1314.64;PREVIDENCIARIO
04.400.917/0001-34;Pessoa jurídica;Principal;ATLETICO RIO NEGRO CLUBE;AM;AMAZONAS;601447212;Em cobrança;CITACAO DO DEVEDOR;OUTROS;27/02/2003;SIM;361202.41;PREVIDENCIARIO
04.835.965/0001-55;Pessoa jurídica;Principal;IDEAL CLUBE;AM;AMAZONAS;150951884;Em cobrança;AJUIZAMENTO / DISTRIBUICAO;OUTROS;26/01/2019;SIM;1937.50;PREVIDENCIARIO
04.011.706/0001-00;Pessoa jurídica;Principal;ASSOCIACAO ATLETICA BANCO DO BRASIL;AM;AMAZONAS;473720612;Em cobrança;INSCRICAO DE CREDITO EM DIVIDA ATIVA;OUTROS;30/04/2016;NAO;1952.93;PREVIDENCIARIO
04.400.917/0001-34;Pessoa jurídica;Principal;ATLETICO RIO NEGRO CLUBE;AM;AMAZONAS;353244724;Em cobrança;AJUIZAMENTO / DISTRIBUICAO;OUTROS;13/12/2004;SIM;31541.85;PREVIDENCIARIO
04.400.917/0001-34;Pessoa jurídica;Principal;ATLETICO RIO NEGRO CLUBE;AM;AMAZONAS;370639553;Em cobrança;INSCRICAO DE CREDITO EM DIVIDA ATIVA;CONTRIBUICAO NAO REPASSADA;29/10/2016;NAO;57423.78;PREVIDENCIARIO
