CPF_CNPJ;TIPO_PESSOA;TIPO_DEVEDOR;NOME_DEVEDOR;UF_UNIDADE_RESPONSAVEL;UNIDADE_RESPONSAVEL;NUMERO_INSCRICAO;TIPO_SITUACAO_INSCRICAO;SITUACAO_INSCRICAO;RECEITA_PRINCIPAL;DATA_INSCRICAO;INDICADOR_AJUIZADO;VALOR_CONSOLIDADO;ARQUIVO_ORIGEM
08.501.587/0001-24;Pessoa jurídica;PRINCIPAL;ASSOCIACAO DE FUNCIONARIOS DO CONGLOMERADO CREDIREAL;AL;ALAGOAS;4361400130044;Em cobrança;ATIVA NAO PRIORIZADA PARA AJUIZAMENTO;Receita da dívida ativa - SPU;17/01/2014;NAO;3511.79;NAO_PREVIDENCIARIO
08.501.587/0001-24;Pessoa jurídica;PRINCIPAL;ASSOCIACAO DE FUNCIONARIOS DO CONGLOMERADO CREDIREAL;AL;ALAGOAS;4361000165410;Em cobrança;ATIVA NAO PRIORIZADA PARA AJUIZAMENTO;Receita da dívida ativa - SPU;10/09/2010;NAO;4214.91;NAO_PREVIDENCIARIO
12.469.151/0001-72;Pessoa jurídica;PRINCIPAL;ASSOCIACAO ATLETICA CEAL;AL;ALAGOAS;4351300100120;Em cobrança;ATIVA NAO PRIORIZADA PARA AJUIZAMENTO;Receita da dívida ativa - Multa - CLT;05/07/2013;NAO;6274.47;NAO_PREVIDENCIARIO
12.469.151/0001-72;Pessoa jurídica;PRINCIPAL;ASSOCIACAO ATLETICA CEAL;AL;ALAGOAS;4361600082000;Em cobrança;ATIVA AJUIZADA;Receita da dívida ativa - SPU;17/02/2016;SIM;13138.38;NAO_PREVIDENCIARIO
12.469.151/0001-72;Pessoa jurídica;PRINCIPAL;ASSOCIACAO ATLETICA CEAL;AL;ALAGOAS;4361600341987;Em cobrança;ATIVA A SER AJUIZADA;Receita da dívida ativa - SPU;11/10/2016;NAO;13755.04;NAO_PREVIDENCIARIO
12.469.151/0001-72;Pessoa jurídica;PRINCIPAL;ASSOCIACAO ATLETICA CEAL;AL;ALAGOAS;4360800306176;Em cobrança;ATIVA AJUIZADA;Receita da dívida ativa - SPU;18/11/2008;SIM;18048.12;NAO_PREVIDENCIARIO
12.469.151/0001-72;Pessoa jurídica;PRINCIPAL;ASSOCIACAO ATLETICA CEAL;AL;ALAGOAS;4360300275158;Em cobrança;ATIVA COM AJUIZAMENTO A SER PROSSEGUIDO;Receita da dívida ativa - SPU;05/06/2003;SIM;18095.38;NAO_PREVIDENCIARIO
12.469.151/0001-72;Pessoa jurídica;PRINCIPAL;ASSOCIACAO ATLETICA CEAL;AL;ALAGOAS;4361700129017;Em cobrança;ATIVA A SER AJUIZADA;Receita da dívida ativa - SPU;11/10/2017;NAO;15498.93;NAO_PREVIDENCIARIO
12.469.151/0001-72;Pessoa jurídica;PRINCIPAL;ASSOCIACAO ATLETICA CEAL;AL;ALAGOAS;4361100007611;Em cobrança;ATIVA AJUIZADA;Receita da dívida ativa - SPU;12/01/2011;SIM;29016.39;NAO_PREVIDENCIARIO
12.469.151/0001-72;Pessoa jurídica;PRINCIPAL;ASSOCIACAO ATLETICA CEAL;AL;ALAGOAS;4361800640171;Em cobrança;ATIVA EM COBRANCA;Receita da dívida ativa - SPU;28/11/2018;NAO;10109.47;NAO_PREVIDENCIARIO
12.469.151/0001-72;Pessoa jurídica;PRINCIPAL;ASSOCIACAO ATLETICA CEAL;AL;ALAGOAS;4361800640252;Em cobrança;ATIVA EM COBRANCA;Receita da dívida ativa - SPU;28/11/2018;NAO;12971.91;NAO_PREVIDENCIARIO
08.501.587/0001-24;Pessoa jurídica;PRINCIPAL;ASSOCIACAO DE FUNCIONARIOS DO CONGLOMERADO CREDIREAL;AL;ALAGOAS;4361600692852;Em cobrança;ATIVA NAO PRIORIZADA PARA AJUIZAMENTO;Receita da dívida ativa - SPU;09/12/2016;NAO;2760.04;NAO_PREVIDENCIARIO
12.469.151/0001-72;Pessoa jurídica;PRINCIPAL;ASSOCIACAO ATLETICA CEAL;AL;ALAGOAS;4361100008502;Em cobrança;ATIVA AJUIZADA;Receita da dívida ativa - SPU;12/01/2011;SIM;15386.92;NAO_PREVIDENCIARIO
12.469.151/0001-72;Pessoa jurídica;PRINCIPAL;ASSOCIACAO ATLETICA CEAL;AL;ALAGOAS;4361100206223;Em cobrança;ATIVA AJUIZADA;Receita da dívida ativa - SPU;11/10/2011;SIM;8553.09;NAO_PREVIDENCIARIO
12.469.151/0001-72;Pessoa jurídica;PRINCIPAL;ASSOCIACAO ATLETICA CEAL;AL;ALAGOAS;4361800640333;Em cobrança;ATIVA EM COBRANCA;Receita da dívida ativa - SPU;28/11/2018;NAO;19514.51;NAO_PREVIDENCIARIO
08.501.587/0001-24;Pessoa jurídica;PRINCIPAL;ASSOCIACAO DE FUNCIONARIOS DO CONGLOMERADO CREDIREAL;AL;ALAGOAS;4361700246676;Em cobrança;ATIVA NAO PRIORIZADA PARA AJUIZAMENTO;Receita da dívida ativa - SPU;14/11/2017;NAO;1657.11;NAO_PREVIDENCIARIO
12.469.151/0001-72;Pessoa jurídica;PRINCIPAL;ASSOCIACAO ATLETICA CEAL;AL;ALAGOAS;4361100206576;Em cobrança;ATIVA AJUIZADA;Receita da dívida ativa - SPU;11/10/2011;SIM;14870.11;NAO_PREVIDENCIARIO
12.469.151/0001-72;Pessoa jurídica;PRINCIPAL;ASSOCIACAO ATLETICA CEAL;AL;ALAGOAS;4361300321972;Em cobrança;ATIVA AJUIZADA;Receita da dívida ativa - SPU;12/12/2013;SIM;15383.05;NAO_PREVIDENCIARIO
12.469.151/0001-72;Pessoa jurídica;PRINCIPAL;ASSOCIACAO ATLETICA CEAL;AL;ALAGOAS;4361300322006;Em cobrança;ATIVA AJUIZADA;Receita da dívida ativa - SPU;12/12/2013;SIM;9383.52;NAO_PREVIDENCIARIO
12.469.151/0001-72;Pessoa jurídica;PRINCIPAL;ASSOCIACAO ATLETICA CEAL;AL;ALAGOAS;4360800301883;Em cobrança;ATIVA AJUIZADA;Receita da dívida ativa - SPU;18/11/2008;SIM;7536.04;NAO_PREVIDENCIARIO
12.469.151/0001-72;Pessoa jurídica;PRINCIPAL;ASSOCIACAO ATLETICA CEAL;AL;ALAGOAS;4361700128983;Em cobrança;ATIVA A SER AJUIZADA;Receita da dívida ativa - SPU;11/10/2017;NAO;10302.77;NAO_PREVIDENCIARIO
12.469.151/0001-72;Pessoa jurídica;PRINCIPAL;ASSOCIACAO ATLETICA CEAL;AL;ALAGOAS;4361600081896;Em cobrança;ATIVA AJUIZADA;Receita da dívida ativa - SPU;17/02/2016;SIM;6806.37;NAO_PREVIDENCIARIO
12.469.151/0001-72;Pessoa jurídica;PRINCIPAL;ASSOCIACAO ATLETICA CEAL;AL;ALAGOAS;4360600168640;Em cobrança;ATIVA AJUIZADA;Receita da dívida ativa - SPU;18/04/2006;SIM;4720.72;NAO_PREVIDENCIARIO
12.469.151/0001-72;Pessoa jurídica;PRINCIPAL;ASSOCIACAO ATLETICA CEAL;AL;ALAGOAS;4361600341715;Em cobrança;ATIVA A SER AJUIZADA;Receita da dívida ativa - SPU;11/10/2016;NAO;7125.69;NAO_PREVIDENCIARIO
08.501.587/0001-24;Pessoa jurídica;PRINCIPAL;ASSOCIACAO DE FUNCIONARIOS DO CONGLOMERADO CREDIREAL;AL;ALAGOAS;4361800769450;Em cobrança;ATIVA EM COBRANCA;Receita da dívida ativa - SPU;19/12/2018;NAO;1678.91;NAO_PREVIDENCIARIO
12.469.151/0001-72;Pessoa jurídica;PRINCIPAL;ASSOCIACAO ATLETICA CEAL;AL;ALAGOAS;4361600081977;Em cobrança;ATIVA AJUIZADA;Receita da dívida ativa - SPU;17/02/2016;SIM;8733.51;NAO_PREVIDENCIARIO
00.587.342/0001-50;Pessoa jurídica;PRINCIPAL;PAULO JORGE PEREIRA;AL;ALAGOAS;4350300217304;Em cobrança;ATIVA NAO PRIORIZADA PARA AJUIZAMENTO;Receita da dívida ativa - Multa - CLT;29/12/2003;NAO;4199.50;NAO_PREVIDENCIARIO
24.182.115/0001-02;Pessoa jurídica;PRINCIPAL;CENTRO SPORTIVO INTERNACIONAL;AL;ALAGOAS;4361900556903;Em cobrança;ATIVA EM COBRANCA;R D Ativa - Multa Isolada;07/10/2019;NAO;3620.55;NAO_PREVIDENCIARIO
12.439.568/0001-92;Pessoa jurídica;PRINCIPAL;AGREMIACAO SPORTIVA ARAPIRAQUENSE;AL;ALAGOAS;4371900220058;Em cobrança;ATIVA A SER COBRADA;Receita da dívida ativa - PIS;23/12/2019;NAO;2215.05;NAO_PREVIDENCIARIO
12.439.568/0001-92;Pessoa jurídica;PRINCIPAL;AGREMIACAO SPORTIVA ARAPIRAQUENSE;AL;ALAGOAS;4351500041070;Em cobrança;ATIVA A SER AJUIZADA;Receita da dívida ativa - Multa - CLT;30/04/2015;NAO;6773.86;NAO_PREVIDENCIARIO
12.516.670/0001-44;Pessoa jurídica;PRINCIPAL;ASSOCIACAO DOS SUBTENENTES E SARGENTOS DE ALAGOAS;AL;ALAGOAS;4361900426368;Em cobrança;ATIVA EM COBRANCA;R D Ativa - Multa Isolada;22/08/2019;NAO;6685.08;NAO_PREVIDENCIARIO
09.329.749/0001-51;Pessoa jurídica;PRINCIPAL;ASSOCIACAO ESPORTISTA RIO VERDE;AL;ALAGOAS;4360800193622;Em cobrança;ATIVA NAO PRIORIZADA PARA AJUIZAMENTO;R D Ativa - Multa Isolada;03/10/2008;NAO;1960.46;NAO_PREVIDENCIARIO
12.439.568/0001-92;Pessoa jurídica;PRINCIPAL;AGREMIACAO SPORTIVA ARAPIRAQUENSE;AL;ALAGOAS;4351400141936;Em cobrança;ATIVA A SER AJUIZADA;Receita da dívida ativa - Multa - CLT;10/10/2014;NAO;5700.80;NAO_PREVIDENCIARIO
02.036.304/0001-34;Pessoa jurídica;PRINCIPAL;CLUBE SOCIEDADE ESPORTIVA  CSE;AL;ALAGOAS;4351200187207;Benefício Fiscal;ATIVA AJUIZADA NEGOCIADA NO SISPAR;Receita da dívida ativa - Multa - CLT;19/11/2012;SIM;1421.28;NAO_PREVIDENCIARIO
02.036.304/0001-34;Pessoa jurídica;PRINCIPAL;CLUBE SOCIEDADE ESPORTIVA  CSE;AL;ALAGOAS;4351300149056;Benefício Fiscal;ATIVA AJUIZADA NEGOCIADA NO SISPAR;Receita da dívida ativa - Multa - CLT;18/11/2013;SIM;10875.85;NAO_PREVIDENCIARIO
33.672.205/0030-07;Pessoa jurídica;PRINCIPAL;CAMPING CLUBE DO BRASIL;AL;ALAGOAS;4350300061614;Em cobrança;ATIVA NAO PRIORIZADA PARA AJUIZAMENTO;Receita da dívida ativa - Multa - CLT;03/04/2003;NAO;4478.77;NAO_PREVIDENCIARIO
12.191.151/0001-53;Pessoa jurídica;PRINCIPAL;SOCIEDADE ORIENTAL ESPORTE CLUBE;AL;ALAGOAS;4361500155901;Em cobrança;ATIVA NAO PRIORIZADA PARA AJUIZAMENTO;R D Ativa - Multa Isolada;08/05/2015;NAO;1719.19;NAO_PREVIDENCIARIO
33.672.205/0030-07;Pessoa jurídica;PRINCIPAL;CAMPING CLUBE DO BRASIL;AL;ALAGOAS;4350000037769;Em cobrança;ATIVA NAO PRIORIZADA PARA AJUIZAMENTO;Receita da dívida ativa - Multa - CLT;27/04/2000;NAO;3118.42;NAO_PREVIDENCIARIO
02.036.304/0001-34;Pessoa jurídica;PRINCIPAL;CLUBE SOCIEDADE ESPORTIVA  CSE;AL;ALAGOAS;4351300144925;Benefício Fiscal;ATIVA AJUIZADA NEGOCIADA NO SISPAR;Receita da dívida ativa - Multa - CLT;18/11/2013;SIM;2755.22;NAO_PREVIDENCIARIO
02.036.304/0001-34;Pessoa jurídica;PRINCIPAL;CLUBE SOCIEDADE ESPORTIVA  CSE;AL;ALAGOAS;4351200187118;Benefício Fiscal;ATIVA AJUIZADA NEGOCIADA NO SISPAR;Receita da dívida ativa - Multa - CLT;19/11/2012;SIM;1951.41;NAO_PREVIDENCIARIO
02.036.304/0001-34;Pessoa jurídica;PRINCIPAL;CLUBE SOCIEDADE ESPORTIVA  CSE;AL;ALAGOAS;4351300059308;Benefício Fiscal;ATIVA AJUIZADA NEGOCIADA NO SISPAR;Receita da dívida ativa - Multa - CLT;08/05/2013;SIM;3196.52;NAO_PREVIDENCIARIO
02.036.304/0001-34;Pessoa jurídica;PRINCIPAL;CLUBE SOCIEDADE ESPORTIVA  CSE;AL;ALAGOAS;4351400016015;Benefício Fiscal;ATIVA NAO AJUIZAVEL NEGOCIADA NO SISPAR;Receita da dívida ativa - Multa - CLT;07/02/2014;NAO;3242.70;NAO_PREVIDENCIARIO
02.036.304/0001-34;Pessoa jurídica;PRINCIPAL;CLUBE SOCIEDADE ESPORTIVA  CSE;AL;ALAGOAS;4361500236731;Benefício Fiscal;ATIVA NAO AJUIZAVEL NEGOCIADA NO SISPAR;R D Ativa - Multa Isolada;08/05/2015;NAO;2347.11;NAO_PREVIDENCIARIO
02.036.304/0001-34;Pessoa jurídica;PRINCIPAL;CLUBE SOCIEDADE ESPORTIVA  CSE;AL;ALAGOAS;4351300150305;Benefício Fiscal;ATIVA AJUIZADA NEGOCIADA NO SISPAR;Receita da dívida ativa - Multa - CLT;20/11/2013;SIM;11327.73;NAO_PREVIDENCIARIO
02.036.304/0001-34;Pessoa jurídica;PRINCIPAL;CLUBE SOCIEDADE ESPORTIVA  CSE;AL;ALAGOAS;4361800040816;Benefício Fiscal;ATIVA NAO AJUIZAVEL NEGOCIADA NO SISPAR;R D Ativa - Multa Isolada;28/03/2018;NAO;3357.03;NAO_PREVIDENCIARIO
33.672.205/0030-07;Pessoa jurídica;PRINCIPAL;CAMPING CLUBE DO BRASIL;AL;ALAGOAS;4350000037920;Em cobrança;ATIVA NAO PRIORIZADA PARA AJUIZAMENTO;Receita da dívida ativa - Multa - CLT;27/04/2000;NAO;1649.19;NAO_PREVIDENCIARIO
02.036.304/0001-34;Pessoa jurídica;PRINCIPAL;CLUBE SOCIEDADE ESPORTIVA  CSE;AL;ALAGOAS;4351300006530;Benefício Fiscal;ATIVA AJUIZADA NEGOCIADA NO SISPAR;Receita da dívida ativa - Multa - CLT;22/02/2013;SIM;2144.89;NAO_PREVIDENCIARIO
33.672.205/0030-07;Pessoa jurídica;PRINCIPAL;CAMPING CLUBE DO BRASIL;AL;ALAGOAS;4350000037092;Em cobrança;ATIVA NAO PRIORIZADA PARA AJUIZAMENTO;Receita da dívida ativa - Multa - CLT;27/04/2000;NAO;1871.02;NAO_PREVIDENCIARIO
02.036.304/0001-34;Pessoa jurídica;PRINCIPAL;CLUBE SOCIEDADE ESPORTIVA  CSE;AL;ALAGOAS;4351300006611;Benefício Fiscal;ATIVA AJUIZADA NEGOCIADA NO SISPAR;Receita da dívida ativa - Multa - CLT;22/02/2013;SIM;4281.24;NAO_PREVIDENCIARIO
21.481.157/0001-56;Pessoa jurídica;PRINCIPAL;VILA RICA SPORT CLUB;AL;ALAGOAS;4361900433577;Em cobrança;ATIVA EM COBRANCA;R D Ativa - Multa Isolada;22/08/2019;NAO;19363.68;NAO_PREVIDENCIARIO
24.312.860/0001-29;Pessoa jurídica;PRINCIPAL;DINAMO ESPORTE CLUBE;AL;ALAGOAS;4361800275961;Em cobrança;ATIVA NAO PRIORIZADA PARA AJUIZAMENTO;R D Ativa - Multa Isolada;29/03/2018;NAO;1493.36;NAO_PREVIDENCIARIO
10.778.728/0001-00;Pessoa jurídica;PRINCIPAL;FF SPORTS FUTEBOL CLUBE;AL;ALAGOAS;4361900537437;Em cobrança;ATIVA EM COBRANCA;R D Ativa - Multa Isolada;07/10/2019;NAO;1995.51;NAO_PREVIDENCIARIO
12.409.983/0001-01;Pessoa jurídica;PRINCIPAL;ASSOCIACAO DOS OFICIAIS MILITARES DE ALAGOAS;AL;ALAGOAS;4361800648580;Benefício Fiscal;ATIVA NAO AJUIZAVEL NEGOCIADA NO SISPAR;Receita da dívida ativa - SPU;28/11/2018;NAO;21066.48;NAO_PREVIDENCIARIO
12.409.983/0001-01;Pessoa jurídica;PRINCIPAL;ASSOCIACAO DOS OFICIAIS MILITARES DE ALAGOAS;AL;ALAGOAS;4361300337976;Benefício Fiscal;ATIVA AJUIZADA NEGOCIADA NO SISPAR;Receita da dívida ativa - SPU;12/12/2013;SIM;15239.54;NAO_PREVIDENCIARIO
12.409.983/0001-01;Pessoa jurídica;PRINCIPAL;ASSOCIACAO DOS OFICIAIS MILITARES DE ALAGOAS;AL;ALAGOAS;4360700055392;Benefício Fiscal;ATIVA AJUIZADA NEGOCIADA NO SISPAR;Receita da dívida ativa - SPU;15/02/2007;SIM;15926.97;NAO_PREVIDENCIARIO
12.409.983/0001-01;Pessoa jurídica;PRINCIPAL;ASSOCIACAO DOS OFICIAIS MILITARES DE ALAGOAS;AL;ALAGOAS;4361600352245;Benefício Fiscal;ATIVA NAO AJUIZAVEL NEGOCIADA NO SISPAR;Receita da dívida ativa - SPU;11/10/2016;NAO;20141.62;NAO_PREVIDENCIARIO
12.409.983/0001-01;Pessoa jurídica;PRINCIPAL;ASSOCIACAO DOS OFICIAIS MILITARES DE ALAGOAS;AL;ALAGOAS;4351500011325;Benefício Fiscal;ATIVA NAO AJUIZAVEL NEGOCIADA NO SISPAR;Receita da dívida ativa - Multa - CLT;15/01/2015;NAO;2254.82;NAO_PREVIDENCIARIO
12.409.983/0001-01;Pessoa jurídica;PRINCIPAL;ASSOCIACAO DOS OFICIAIS MILITARES DE ALAGOAS;AL;ALAGOAS;4361600024400;Benefício Fiscal;ATIVA NAO AJUIZAVEL NEGOCIADA NO SISPAR;Receita da dívida ativa - SPU;13/01/2016;NAO;17641.23;NAO_PREVIDENCIARIO
12.409.983/0001-01;Pessoa jurídica;PRINCIPAL;ASSOCIACAO DOS OFICIAIS MILITARES DE ALAGOAS;AL;ALAGOAS;4361700139756;Benefício Fiscal;ATIVA NAO AJUIZAVEL NEGOCIADA NO SISPAR;Receita da dívida ativa - SPU;11/10/2017;NAO;20792.97;NAO_PREVIDENCIARIO
12.409.983/0001-01;Pessoa jurídica;PRINCIPAL;ASSOCIACAO DOS OFICIAIS MILITARES DE ALAGOAS;AL;ALAGOAS;4361100007964;Benefício Fiscal;ATIVA AJUIZADA NEGOCIADA NO SISPAR;Receita da dívida ativa - SPU;12/01/2011;SIM;28235.08;NAO_PREVIDENCIARIO
12.409.983/0001-01;Pessoa jurídica;PRINCIPAL;ASSOCIACAO DOS OFICIAIS MILITARES DE ALAGOAS;AL;ALAGOAS;4360800325472;Benefício Fiscal;ATIVA AJUIZADA NEGOCIADA NO SISPAR;Receita da dívida ativa - SPU;18/11/2008;SIM;11367.80;NAO_PREVIDENCIARIO
12.409.983/0001-01;Pessoa jurídica;PRINCIPAL;ASSOCIACAO DOS OFICIAIS MILITARES DE ALAGOAS;AL;ALAGOAS;4360800324905;Benefício Fiscal;ATIVA AJUIZADA NEGOCIADA NO SISPAR;Receita da dívida ativa - SPU;18/11/2008;SIM;1646.96;NAO_PREVIDENCIARIO
12.409.983/0001-01;Pessoa jurídica;PRINCIPAL;ASSOCIACAO DOS OFICIAIS MILITARES DE ALAGOAS;AL;ALAGOAS;4361200240270;Benefício Fiscal;ATIVA AJUIZADA NEGOCIADA NO SISPAR;Receita da dívida ativa - SPU;14/11/2012;SIM;27360.25;NAO_PREVIDENCIARIO
12.409.983/0001-01;Pessoa jurídica;PRINCIPAL;ASSOCIACAO DOS OFICIAIS MILITARES DE ALAGOAS;AL;ALAGOAS;4360400134602;Benefício Fiscal;ATIVA AJUIZADA NEGOCIADA NO SISPAR;Receita da dívida ativa - SPU;31/05/2004;SIM;76149.63;NAO_PREVIDENCIARIO
20.102.472/0001-62;Pessoa jurídica;PRINCIPAL;TAINHA CLUBE DE PESCA E DESPORTOS SUBAQUATICOS DE ALAGOAS;AL;ALAGOAS;4361900671591;Em cobrança;ATIVA EM COBRANCA;R D Ativa - Multa Isolada;11/11/2019;NAO;22168.28;NAO_PREVIDENCIARIO
00.587.342/0001-50;Pessoa jurídica;PRINCIPAL;PAULO JORGE PEREIRA;AL;ALAGOAS;4320400040943;Em cobrança;ATIVA AJUIZADA;Receita da dívida ativa - IRRF;17/02/2004;SIM;17761.84;NAO_PREVIDENCIARIO
08.778.383/0001-35;Pessoa jurídica;PRINCIPAL;VALE DAS CASCATAS SA EMPREENDIMENTOS TURISTICOS;AL;ALAGOAS;4369900252560;Em cobrança;ATIVA AJUIZADA;Receita da dívida ativa - SPU;23/06/1999;SIM;9014.94;NAO_PREVIDENCIARIO
08.778.383/0001-35;Pessoa jurídica;PRINCIPAL;VALE DAS CASCATAS SA EMPREENDIMENTOS TURISTICOS;AL;ALAGOAS;4360300212580;Em cobrança;ATIVA AJUIZADA;Receita da dívida ativa - SPU;15/04/2003;SIM;10814.84;NAO_PREVIDENCIARIO
12.367.512/0001-70;Pessoa jurídica;PRINCIPAL;FEDERACAO ALAGOANA DE VELA E MOTOR;AL;ALAGOAS;4361900701334;Benefício Fiscal;ATIVA NAO AJUIZAVEL NEGOCIADA NO SISPAR;R D Ativa - Multa Isolada;18/11/2019;NAO;9331.13;NAO_PREVIDENCIARIO
12.958.666/0001-36;Pessoa jurídica;PRINCIPAL;CLUBE MARINA DA BARRA;AL;ALAGOAS;4321900097179;Benefício Fiscal;ATIVA NAO AJUIZAVEL NEGOCIADA NO SISPAR;Receita da dívida ativa - IRRF;08/04/2019;NAO;4443.28;NAO_PREVIDENCIARIO
12.958.666/0001-36;Pessoa jurídica;PRINCIPAL;CLUBE MARINA DA BARRA;AL;ALAGOAS;4360800288500;Benefício Fiscal;ATIVA NAO AJUIZAVEL NEGOCIADA NO SISPAR;Receita da dívida ativa - SPU;18/11/2008;NAO;141.37;NAO_PREVIDENCIARIO
12.958.666/0001-36;Pessoa jurídica;PRINCIPAL;CLUBE MARINA DA BARRA;AL;ALAGOAS;4361600080652;Benefício Fiscal;ATIVA NAO AJUIZAVEL NEGOCIADA NO SISPAR;Receita da dívida ativa - SPU;17/02/2016;NAO;1991.99;NAO_PREVIDENCIARIO
08.629.040/0001-09;Pessoa jurídica;PRINCIPAL;SANTA CRUZ FUTEBOL CLUBE;AL;ALAGOAS;4360800402302;Benefício Fiscal;ATIVA NAO AJUIZAVEL NEGOCIADA NO SISPAR;R D Ativa - Multa Isolada;10/12/2008;NAO;2365.16;NAO_PREVIDENCIARIO
12.958.666/0001-36;Pessoa jurídica;PRINCIPAL;CLUBE MARINA DA BARRA;AL;ALAGOAS;4361600339222;Benefício Fiscal;ATIVA NAO AJUIZAVEL NEGOCIADA NO SISPAR;Receita da dívida ativa - SPU;11/10/2016;NAO;2198.10;NAO_PREVIDENCIARIO
12.958.666/0001-36;Pessoa jurídica;PRINCIPAL;CLUBE MARINA DA BARRA;AL;ALAGOAS;4361800637707;Benefício Fiscal;ATIVA NAO AJUIZAVEL NEGOCIADA NO SISPAR;Receita da dívida ativa - SPU;28/11/2018;NAO;2230.80;NAO_PREVIDENCIARIO
12.958.666/0001-36;Pessoa jurídica;PRINCIPAL;CLUBE MARINA DA BARRA;AL;ALAGOAS;4361800233452;Benefício Fiscal;ATIVA NAO AJUIZAVEL NEGOCIADA NO SISPAR;R D Ativa - Multa Isolada;29/03/2018;NAO;5441.92;NAO_PREVIDENCIARIO
12.958.666/0001-36;Pessoa jurídica;PRINCIPAL;CLUBE MARINA DA BARRA;AL;ALAGOAS;4361400048119;Benefício Fiscal;ATIVA NAO AJUIZAVEL NEGOCIADA NO SISPAR;Receita da dívida ativa - SPU;17/01/2014;NAO;9600.21;NAO_PREVIDENCIARIO
12.958.666/0001-36;Pessoa jurídica;PRINCIPAL;CLUBE MARINA DA BARRA;AL;ALAGOAS;4361700208405;Benefício Fiscal;ATIVA NAO AJUIZAVEL NEGOCIADA NO SISPAR;Receita da dívida ativa - SPU;14/11/2017;NAO;2201.91;NAO_PREVIDENCIARIO
12.958.666/0001-36;Pessoa jurídica;PRINCIPAL;CLUBE MARINA DA BARRA;AL;ALAGOAS;4371900078553;Benefício Fiscal;ATIVA NAO AJUIZAVEL NEGOCIADA NO SISPAR;Receita da dívida ativa - PIS;08/04/2019;NAO;1273.95;NAO_PREVIDENCIARIO
12.469.102/0001-30;Pessoa jurídica;PRINCIPAL;LINDOYA COUNTRY CLUB;AL;ALAGOAS;4350100039224;Em cobrança;ATIVA AJUIZADA;Receita da dívida ativa - Multa - CLT;09/07/2001;SIM;8241.97;NAO_PREVIDENCIARIO
12.469.102/0001-30;Pessoa jurídica;PRINCIPAL;LINDOYA COUNTRY CLUB;AL;ALAGOAS;4320000069910;Em cobrança;ATIVA AJUIZADA;Receita da dívida ativa - IRPJ;17/08/2000;SIM;287287.90;NAO_PREVIDENCIARIO
12.469.102/0001-30;Pessoa jurídica;PRINCIPAL;LINDOYA COUNTRY CLUB;AL;ALAGOAS;4350000026210;Em cobrança;ATIVA AJUIZADA;Receita da dívida ativa - Multa - CLT;05/04/2000;SIM;13074.12;NAO_PREVIDENCIARIO
12.469.102/0002-10;Pessoa jurídica;PRINCIPAL;LINDOYA COUNTRY CLUB;AL;ALAGOAS;4350000030594;Em cobrança;ATIVA NAO PRIORIZADA PARA AJUIZAMENTO;Receita da dívida ativa - Multa - CLT;11/04/2000;NAO;1663.16;NAO_PREVIDENCIARIO
12.311.510/0001-69;Pessoa jurídica;PRINCIPAL;CLUBE FENIX ALAGOANA;AL;ALAGOAS;4361600019155;Em cobrança;ATIVA AJUIZADA;Receita da dívida ativa - SPU;13/01/2016;SIM;6621.85;NAO_PREVIDENCIARIO
12.311.510/0001-69;Pessoa jurídica;PRINCIPAL;CLUBE FENIX ALAGOANA;AL;ALAGOAS;4360500182447;Em cobrança;ATIVA AJUIZADA;Receita da dívida ativa - SPU;14/09/2005;SIM;21258.56;NAO_PREVIDENCIARIO
12.311.510/0001-69;Pessoa jurídica;PRINCIPAL;CLUBE FENIX ALAGOANA;AL;ALAGOAS;4360500187910;Em cobrança;ATIVA AJUIZADA;Receita da dívida ativa - SPU;06/10/2005;SIM;7874.30;NAO_PREVIDENCIARIO
12.311.510/0001-69;Pessoa jurídica;PRINCIPAL;CLUBE FENIX ALAGOANA;AL;ALAGOAS;4361800642891;Em cobrança;ATIVA EM COBRANCA;Receita da dívida ativa - SPU;28/11/2018;NAO;8252.76;NAO_PREVIDENCIARIO
12.311.510/0001-69;Pessoa jurídica;PRINCIPAL;CLUBE FENIX ALAGOANA;AL;ALAGOAS;4361600343840;Em cobrança;ATIVA NAO PRIORIZADA PARA AJUIZAMENTO;Receita da dívida ativa - SPU;11/10/2016;NAO;7232.24;NAO_PREVIDENCIARIO
12.443.693/0001-76;Pessoa jurídica;PRINCIPAL;ASSOCIACAO ATLETICA BANCO DO BRASIL CORURIPE AL;AL;ALAGOAS;4361700308612;Em cobrança;ATIVA NAO PRIORIZADA PARA AJUIZAMENTO;R D Ativa - Multa Isolada;22/12/2017;NAO;5558.11;NAO_PREVIDENCIARIO
12.311.510/0001-69;Pessoa jurídica;PRINCIPAL;CLUBE FENIX ALAGOANA;AL;ALAGOAS;4360800316058;Em cobrança;ATIVA AJUIZADA;Receita da dívida ativa - SPU;18/11/2008;SIM;4694.34;NAO_PREVIDENCIARIO
12.311.510/0001-69;Pessoa jurídica;PRINCIPAL;CLUBE FENIX ALAGOANA;AL;ALAGOAS;4361800221284;Em cobrança;ATIVA NAO PRIORIZADA PARA AJUIZAMENTO;R D Ativa - Multa Isolada;29/03/2018;NAO;6667.65;NAO_PREVIDENCIARIO
