CPF_CNPJ;TIPO_PESSOA;TIPO_DEVEDOR;NOME_DEVEDOR;UF_UNIDADE_RESPONSAVEL;UNIDADE_RESPONSAVEL;ENTIDADE_RESPONSAVEL;UNIDADE_INSCRICAO;NUMERO_INSCRICAO;TIPO_SITUACAO_INSCRICAO;SITUACAO_INSCRICAO;RECEITA_PRINCIPAL;DATA_INSCRICAO;INDICADOR_AJUIZADO;VALOR_CONSOLIDADO;ARQUIVO_ORIGEM
01.913.896/0001-62;Pessoa jurídica;Principal;SOCIEDADE DESPORTIVA SOBRADINHENSE;DF;1ª REGIÃO;PGFN;1ª REGIÃO;FGDF200800300;Em cobrança;AJUIZADA;Contribuições FGTS;16/04/2008;SIM;11898.79;FGTS
26.447.243/0001-66;Pessoa jurídica;Principal;CLUBE SOCIAL UNIDADE DE VIZINHANCA DA ASA NORTE;DF;1ª REGIÃO;PGFN;1ª REGIÃO;CSDF200500123;Em cobrança;AJUIZADA;Contribuições LC110 (FGTS);29/12/2005;SIM;185.55;FGTS
26.447.243/0001-66;Pessoa jurídica;Principal;CLUBE SOCIAL UNIDADE DE VIZINHANCA DA ASA NORTE;DF;1ª REGIÃO;PGFN;1ª REGIÃO;CSDF200700703;Em cobrança;AJUIZADA;Contribuições LC110 (FGTS);26/12/2007;SIM;419.25;FGTS
26.447.243/0001-66;Pessoa jurídica;Principal;CLUBE SOCIAL UNIDADE DE VIZINHANCA DA ASA NORTE;DF;1ª REGIÃO;PGFN;1ª REGIÃO;CSDF201000063;Em cobrança;AJUIZADA;Contribuições LC110 (FGTS);28/01/2010;SIM;509.52;FGTS
26.447.243/0001-66;Pessoa jurídica;Principal;CLUBE SOCIAL UNIDADE DE VIZINHANCA DA ASA NORTE;DF;1ª REGIÃO;PGFN;1ª REGIÃO;FGDF200500061;Em cobrança;AJUIZADA;Contribuições FGTS;30/06/2005;SIM;5775.71;FGTS
26.447.243/0001-66;Pessoa jurídica;Principal;CLUBE SOCIAL UNIDADE DE VIZINHANCA DA ASA NORTE;DF;1ª REGIÃO;PGFN;1ª REGIÃO;FGDF200700702;Em cobrança;AJUIZADA;Contribuições FGTS;26/12/2007;SIM;6150.72;FGTS
26.447.243/0001-66;Pessoa jurídica;Principal;CLUBE SOCIAL UNIDADE DE VIZINHANCA DA ASA NORTE;DF;1ª REGIÃO;PGFN;1ª REGIÃO;FGDF201000062;Em cobrança;AJUIZADA;Contribuições FGTS;28/01/2010;SIM;6311.76;FGTS
73.716.565/0001-43;Pessoa jurídica;Principal;CLUBE UNIDADE DE VIZINHANCA DA VILA PLANALTO;DF;1ª REGIÃO;PGFN;1ª REGIÃO;CSDF200900473;Em cobrança;AJUIZADA;Contribuições LC110 (FGTS);17/09/2009;SIM;154.00;FGTS
73.716.565/0001-43;Pessoa jurídica;Principal;CLUBE UNIDADE DE VIZINHANCA DA VILA PLANALTO;DF;1ª REGIÃO;PGFN;1ª REGIÃO;FGDF200900472;Em cobrança;AJUIZADA;Contribuições FGTS;17/09/2009;SIM;2261.64;FGTS
03.962.415/0001-34;Pessoa jurídica;Principal;BRASILIENSE FUTEBOL CLUBE;DF;1ª REGIÃO;PGFN;1ª REGIÃO;FGDF201500354;Benefício Fiscal;INSCR PARCELADA;Contribuições FGTS;17/07/2015;NAO;16482.12;FGTS
03.962.415/0001-34;Pessoa jurídica;Principal;BRASILIENSE FUTEBOL CLUBE;DF;1ª REGIÃO;PGFN;1ª REGIÃO;FGDF201300338;Benefício Fiscal;AJUIZ PARCELADA;Contribuições FGTS;20/11/2013;SIM;182761.07;FGTS
03.657.244/0001-30;Pessoa jurídica;Principal;ASSOCIACAO RECREATIVA DOS CORREIOS;DF;1ª REGIÃO;PGFN;1ª REGIÃO;FGDF201900399;Em cobrança;INSCRITA;Contribuições FGTS;16/10/2019;NAO;48615.64;FGTS
03.657.244/0001-30;Pessoa jurídica;Principal;ASSOCIACAO RECREATIVA DOS CORREIOS;DF;1ª REGIÃO;PGFN;1ª REGIÃO;FGDF201200239;Em cobrança;AJUIZADA;Contribuições FGTS;16/07/2012;SIM;69145.53;FGTS
03.657.244/0001-30;Pessoa jurídica;Principal;ASSOCIACAO RECREATIVA DOS CORREIOS;DF;1ª REGIÃO;PGFN;1ª REGIÃO;FGDF201200237;Em cobrança;AJUIZADA;Contribuições FGTS;16/07/2012;SIM;7216.83;FGTS
26.965.210/0001-08;Pessoa jurídica;Principal;PURA ENERGIA ACADEMIA DE GINASTICA E MUSCULACAO LTDA;DF;1ª REGIÃO;PGFN;1ª REGIÃO;FGDF199700050;Em cobrança;INSCRITA;Contribuições FGTS;18/11/1997;NAO;184.48;FGTS
03.636.958/0001-61;Pessoa jurídica;Principal;CLUBE SETOR LESTE;DF;1ª REGIÃO;PGFN;1ª REGIÃO;CSDF200700257;Em cobrança;AJUIZADA;Contribuições LC110 (FGTS);18/07/2007;SIM;321.33;FGTS
03.636.958/0001-61;Pessoa jurídica;Principal;CLUBE SETOR LESTE;DF;1ª REGIÃO;PGFN;1ª REGIÃO;FGDF200700256;Em cobrança;AJUIZADA;Contribuições FGTS;18/07/2007;SIM;21411.16;FGTS
27.078.260/0001-36;Pessoa jurídica;Principal;CASTELO FUTEBOL CLUBE;ES;ESPIRITO SANTO;PGFN;ESPIRITO SANTO;FGES201600825;Em cobrança;INSCRITA;Contribuições FGTS;14/10/2016;NAO;11496.57;FGTS
27.078.260/0001-36;Pessoa jurídica;Principal;CASTELO FUTEBOL CLUBE;ES;ESPIRITO SANTO;PGFN;ESPIRITO SANTO;FGES201600826;Em cobrança;INSCRITA;Contribuições FGTS;14/10/2016;NAO;2114.42;FGTS
27.399.914/0001-23;Pessoa jurídica;Principal;ASSOCIACAO DESPORTIVA FERROVIARIA VALE DO RIO DOCE;ES;ESPIRITO SANTO;PGFN;ESPIRITO SANTO;FGES201600543;Em cobrança;AJUIZADA;Contribuições FGTS;08/06/2016;SIM;23254.19;FGTS
27.399.914/0001-23;Pessoa jurídica;Principal;ASSOCIACAO DESPORTIVA FERROVIARIA VALE DO RIO DOCE;ES;ESPIRITO SANTO;PGFN;ESPIRITO SANTO;FGES201500118;Em cobrança;AJUIZADA;Contribuições FGTS;13/07/2015;SIM;21945.30;FGTS
29.987.054/0001-74;Pessoa jurídica;Principal;ASSOCIACAO ATLETICA COLATINA;ES;ESPIRITO SANTO;PGFN;ESPIRITO SANTO;FGES000003360;Em cobrança;AJUIZADA;Contribuições FGTS;06/03/1985;SIM;67940.71;FGTS
27.359.959/0001-74;Pessoa jurídica;Principal;AGUILAR SOUZA RIBEIRO;ES;ESPIRITO SANTO;PGFN;ESPIRITO SANTO;FGES000051430;Em cobrança;AJUIZADA;Contribuições FGTS;17/01/1983;SIM;203.35;FGTS
31.273.964/0001-37;Pessoa jurídica;Principal;ACADEMIA DE GINASTICA RAZOES DO CORPO LTDA;ES;ESPIRITO SANTO;PGFN;ESPIRITO SANTO;FGES200800309;Em cobrança;PETICIONADA;Contribuições FGTS;22/04/2008;NAO;2410.41;FGTS
31.273.964/0001-37;Pessoa jurídica;Principal;ACADEMIA DE GINASTICA RAZOES DO CORPO LTDA;ES;ESPIRITO SANTO;PGFN;ESPIRITO SANTO;FGES201600610;Em cobrança;PETICIONADA;Contribuições FGTS;27/06/2016;NAO;3714.10;FGTS
31.273.964/0001-37;Pessoa jurídica;Principal;ACADEMIA DE GINASTICA RAZOES DO CORPO LTDA;ES;ESPIRITO SANTO;PGFN;ESPIRITO SANTO;FGES201600608;Em cobrança;PETICIONADA;Contribuições FGTS;27/06/2016;NAO;103607.31;FGTS
31.273.964/0001-37;Pessoa jurídica;Principal;ACADEMIA DE GINASTICA RAZOES DO CORPO LTDA;ES;ESPIRITO SANTO;PGFN;ESPIRITO SANTO;FGES201800123;Em cobrança;PETICIONADA;Contribuições FGTS;12/06/2018;NAO;9650.13;FGTS
32.406.449/0001-40;Pessoa jurídica;Principal;ASSOCIACAO ATLETICA SANTA TERESA;ES;ESPIRITO SANTO;PGFN;2ª REGIÃO;FGRJ000069323;Em cobrança;AJUIZADA;Contribuições FGTS;11/03/1983;SIM;4430.07;FGTS
27.033.745/0001-03;Pessoa jurídica;Principal;VITORIA FUTEBOL CLUBE;ES;ESPIRITO SANTO;PGFN;ESPIRITO SANTO;FGES201700312;Benefício Fiscal;INSCR PARCELADA;Contribuições FGTS;03/05/2017;NAO;613.20;FGTS
27.033.745/0001-03;Pessoa jurídica;Principal;VITORIA FUTEBOL CLUBE;ES;ESPIRITO SANTO;PGFN;ESPIRITO SANTO;FGES200800465;Benefício Fiscal;AJUIZ PARCELADA;Contribuições FGTS;10/07/2008;SIM;24694.01;FGTS
27.033.745/0001-03;Pessoa jurídica;Principal;VITORIA FUTEBOL CLUBE;ES;ESPIRITO SANTO;PGFN;ESPIRITO SANTO;FGES201000006;Benefício Fiscal;AJUIZ PARCELADA;Contribuições FGTS;22/01/2010;SIM;17616.74;FGTS
27.033.745/0001-03;Pessoa jurídica;Principal;VITORIA FUTEBOL CLUBE;ES;ESPIRITO SANTO;PGFN;ESPIRITO SANTO;FGES201700311;Benefício Fiscal;INSCR PARCELADA;Contribuições FGTS;03/05/2017;NAO;4680.53;FGTS
27.033.745/0001-03;Pessoa jurídica;Principal;VITORIA FUTEBOL CLUBE;ES;ESPIRITO SANTO;PGFN;ESPIRITO SANTO;FGES201300123;Benefício Fiscal;AJUIZ PARCELADA;Contribuições FGTS;17/06/2013;SIM;34074.44;FGTS
27.033.745/0001-03;Pessoa jurídica;Principal;VITORIA FUTEBOL CLUBE;ES;ESPIRITO SANTO;PGFN;ESPIRITO SANTO;FGES200900206;Benefício Fiscal;AJUIZ PARCELADA;Contribuições FGTS;27/07/2009;SIM;18208.34;FGTS
27.033.745/0001-03;Pessoa jurídica;Principal;VITORIA FUTEBOL CLUBE;ES;ESPIRITO SANTO;PGFN;ESPIRITO SANTO;FGES200900003;Benefício Fiscal;AJUIZ PARCELADA;Contribuições FGTS;02/01/2009;SIM;2214.63;FGTS
27.033.745/0001-03;Pessoa jurídica;Principal;VITORIA FUTEBOL CLUBE;ES;ESPIRITO SANTO;PGFN;ESPIRITO SANTO;FGES201700019;Benefício Fiscal;INSCR PARCELADA;Contribuições FGTS;06/01/2017;NAO;100587.87;FGTS
27.033.745/0001-03;Pessoa jurídica;Principal;VITORIA FUTEBOL CLUBE;ES;ESPIRITO SANTO;PGFN;ESPIRITO SANTO;FGES201700020;Benefício Fiscal;INSCR PARCELADA;Contribuições FGTS;06/01/2017;NAO;653.95;FGTS
27.033.745/0001-03;Pessoa jurídica;Principal;VITORIA FUTEBOL CLUBE;ES;ESPIRITO SANTO;PGFN;ESPIRITO SANTO;FGES200100293;Benefício Fiscal;AJUIZ PARCELADA;Contribuições FGTS;09/07/2001;SIM;2613.19;FGTS
27.033.745/0001-03;Pessoa jurídica;Principal;VITORIA FUTEBOL CLUBE;ES;ESPIRITO SANTO;PGFN;ESPIRITO SANTO;FGES199700291;Benefício Fiscal;AJUIZ PARCELADA;Contribuições FGTS;17/12/1997;SIM;1282.71;FGTS
27.033.745/0001-03;Pessoa jurídica;Principal;VITORIA FUTEBOL CLUBE;ES;ESPIRITO SANTO;PGFN;ESPIRITO SANTO;FGES200000146;Benefício Fiscal;AJUIZ PARCELADA;Contribuições FGTS;03/10/2000;SIM;28028.68;FGTS
27.033.745/0001-03;Pessoa jurídica;Principal;VITORIA FUTEBOL CLUBE;ES;ESPIRITO SANTO;PGFN;ESPIRITO SANTO;FGES200000144;Benefício Fiscal;AJUIZ PARCELADA;Contribuições FGTS;03/10/2000;SIM;6126.71;FGTS
27.033.745/0001-03;Pessoa jurídica;Principal;VITORIA FUTEBOL CLUBE;ES;ESPIRITO SANTO;PGFN;ESPIRITO SANTO;FGES200800033;Benefício Fiscal;AJUIZ PARCELADA;Contribuições FGTS;15/01/2008;SIM;63122.38;FGTS
27.033.745/0001-03;Pessoa jurídica;Principal;VITORIA FUTEBOL CLUBE;ES;ESPIRITO SANTO;PGFN;ESPIRITO SANTO;FGES199700161;Benefício Fiscal;AJUIZ PARCELADA;Contribuições FGTS;27/06/1997;SIM;27425.21;FGTS
27.075.407/0001-34;Pessoa jurídica;Principal;ESTRELLA DO NORTE FOOTBALL CLUB;ES;ESPIRITO SANTO;PGFN;ESPIRITO SANTO;FGES000001481;Em cobrança;AJUIZADA;Contribuições FGTS;12/01/1982;SIM;8366.44;FGTS
27.075.407/0001-34;Pessoa jurídica;Principal;ESTRELLA DO NORTE FOOTBALL CLUB;ES;ESPIRITO SANTO;PGFN;ESPIRITO SANTO;FGES000004255;Em cobrança;AJUIZADA;Contribuições FGTS;17/07/1989;SIM;74181.42;FGTS
30.960.645/0001-37;Pessoa jurídica;Principal;ITAPARICA TENIS CLUBE;ES;ESPIRITO SANTO;PGFN;ESPIRITO SANTO;CSES200800558;Em cobrança;AJUIZADA;Contribuições LC110 (FGTS);01/08/2008;SIM;178.76;FGTS
30.960.645/0001-37;Pessoa jurídica;Principal;ITAPARICA TENIS CLUBE;ES;ESPIRITO SANTO;PGFN;ESPIRITO SANTO;FGES200900381;Em cobrança;PETICIONADA;Contribuições FGTS;08/12/2009;NAO;14700.29;FGTS
30.960.645/0001-37;Pessoa jurídica;Principal;ITAPARICA TENIS CLUBE;ES;ESPIRITO SANTO;PGFN;ESPIRITO SANTO;FGES200800557;Em cobrança;AJUIZADA;Contribuições FGTS;01/08/2008;SIM;2622.89;FGTS
27.477.819/0001-09;Pessoa jurídica;Principal;COLATINA CAMPESTRE CLUBE;ES;ESPIRITO SANTO;PGFN;ESPIRITO SANTO;CSES200800642;Em cobrança;AJUIZADA;Contribuições LC110 (FGTS);14/08/2008;SIM;432.62;FGTS
27.477.819/0001-09;Pessoa jurídica;Principal;COLATINA CAMPESTRE CLUBE;ES;ESPIRITO SANTO;PGFN;ESPIRITO SANTO;FGES200800641;Em cobrança;AJUIZADA;Contribuições FGTS;14/08/2008;SIM;3729.90;FGTS
02.781.318/0001-82;Pessoa jurídica;Principal;ASSOCIACAO DOS EMPREGADOS DA FOSFERTIL;GO;GOIAS;PGFN;GOIAS;FGGO201900349;Em cobrança;INSCRITA;Contribuições FGTS;30/07/2019;NAO;8172.23;FGTS
01.280.189/0001-86;Pessoa jurídica;Principal;GOIANIA ESPORTE CLUBE;GO;GOIAS;PGFN;GOIAS;FGGO200700661;Benefício Fiscal;AJUIZ PARCELADA;Contribuições FGTS;29/10/2007;SIM;122378.26;FGTS
01.280.189/0001-86;Pessoa jurídica;Principal;GOIANIA ESPORTE CLUBE;GO;GOIAS;PGFN;GOIAS;FGGO000056182;Benefício Fiscal;AJUIZ PARCELADA;Contribuições FGTS;23/08/1983;SIM;460155.41;FGTS
01.669.316/0001-33;Pessoa jurídica;Principal;VILA NOVA FUTEBOL CLUBE;GO;GOIAS;PGFN;GOIAS;FGGO201400042;Benefício Fiscal;AJUIZ PARCELADA;Contribuições FGTS;11/03/2014;SIM;21486.10;FGTS
01.669.316/0001-33;Pessoa jurídica;Principal;VILA NOVA FUTEBOL CLUBE;GO;GOIAS;PGFN;GOIAS;FGGO201400040;Benefício Fiscal;AJUIZ PARCELADA;Contribuições FGTS;11/03/2014;SIM;4896.63;FGTS
01.669.316/0001-33;Pessoa jurídica;Principal;VILA NOVA FUTEBOL CLUBE;GO;GOIAS;PGFN;GOIAS;FGGO201200337;Benefício Fiscal;AJUIZ PARCELADA;Contribuições FGTS;21/08/2012;SIM;32593.90;FGTS
01.669.316/0001-33;Pessoa jurídica;Principal;VILA NOVA FUTEBOL CLUBE;GO;GOIAS;PGFN;GOIAS;FGGO000901324;Benefício Fiscal;AJUIZ PARCELADA;Contribuições FGTS;24/10/1977;SIM;32566.23;FGTS
01.669.316/0001-33;Pessoa jurídica;Principal;VILA NOVA FUTEBOL CLUBE;GO;GOIAS;PGFN;GOIAS;FGGO000057325;Benefício Fiscal;AJUIZ PARCELADA;Contribuições FGTS;10/05/1985;SIM;40486.90;FGTS
01.669.316/0001-33;Pessoa jurídica;Principal;VILA NOVA FUTEBOL CLUBE;GO;GOIAS;PGFN;GOIAS;FGGO000902294;Benefício Fiscal;AJUIZ PARCELADA;Contribuições FGTS;04/01/1980;SIM;4982.03;FGTS
01.669.316/0001-33;Pessoa jurídica;Principal;VILA NOVA FUTEBOL CLUBE;GO;GOIAS;PGFN;GOIAS;FGGO000052194;Benefício Fiscal;AJUIZ PARCELADA;Contribuições FGTS;09/02/1983;SIM;45962.60;FGTS
01.669.316/0001-33;Pessoa jurídica;Principal;VILA NOVA FUTEBOL CLUBE;GO;GOIAS;PGFN;GOIAS;FGGO201900259;Benefício Fiscal;INSCR PARCELADA;Contribuições FGTS;03/06/2019;NAO;335148.69;FGTS
01.245.638/0001-55;Pessoa jurídica;Principal;GOYA CLUBE;GO;GOIAS;PGFN;GOIAS;FGGO000901472;Em cobrança;AJUIZADA;Contribuições FGTS;18/07/1978;SIM;29016.04;FGTS
01.245.638/0001-55;Pessoa jurídica;Principal;GOYA CLUBE;GO;GOIAS;PGFN;GOIAS;FGGO000003391;Em cobrança;AJUIZADA;Contribuições FGTS;02/03/1989;SIM;19478.58;FGTS
01.245.638/0001-55;Pessoa jurídica;Principal;GOYA CLUBE;GO;GOIAS;PGFN;GOIAS;FGGO000052169;Em cobrança;AJUIZADA;Contribuições FGTS;09/02/1983;SIM;9086.16;FGTS
01.790.161/0001-99;Pessoa jurídica;Principal;CERES ESPORTE CLUBE;GO;GOIAS;PGFN;GOIAS;FGGO000003346;Em cobrança;AJUIZADA;Contribuições FGTS;23/02/1989;SIM;127356.24;FGTS
03.591.552/0001-00;Pessoa jurídica;Principal;COMPTUR  COMPLEXO DE TURISMO EIRELI;GO;GOIAS;PGFN;GOIAS;FGGO201300309;Em cobrança;AJUIZADA;Contribuições FGTS;28/08/2013;SIM;27945.49;FGTS
36.863.280/0001-09;Pessoa jurídica;Principal;CLUBE TROPICAL;GO;GOIAS;PGFN;GOIAS;FGGO200900818;Em cobrança;AJUIZADA;Contribuições FGTS;28/10/2009;SIM;12953.41;FGTS
01.500.602/0001-70;Pessoa jurídica;Principal;ASSOCIACAO ATLETICA ANAPOLINA;GO;ANAPOLIS;PGFN;GOIAS;FGGO000051060;Em cobrança;AJUIZADA;Contribuições FGTS;11/08/1982;SIM;218278.86;FGTS
01.500.602/0001-70;Pessoa jurídica;Principal;ASSOCIACAO ATLETICA ANAPOLINA;GO;ANAPOLIS;PGFN;GOIAS;FGGO000002237;Em cobrança;AJUIZADA;Contribuições FGTS;04/07/1988;SIM;21792.47;FGTS
01.500.602/0001-70;Pessoa jurídica;Principal;ASSOCIACAO ATLETICA ANAPOLINA;GO;ANAPOLIS;PGFN;GOIAS;FGGO000056413;Em cobrança;AJUIZADA;Contribuições FGTS;05/12/1983;SIM;28826.14;FGTS
01.500.602/0001-70;Pessoa jurídica;Principal;ASSOCIACAO ATLETICA ANAPOLINA;GO;ANAPOLIS;PGFN;GOIAS;FGGO000056366;Em cobrança;AJUIZADA;Contribuições FGTS;14/09/1983;SIM;277493.29;FGTS
02.667.418/0001-82;Pessoa jurídica;Principal;TROPICAL THERMAS CLUBE;GO;GOIAS;PGFN;GOIAS;FGGO200800324;Em cobrança;AJUIZADA;Contribuições FGTS;17/04/2008;SIM;15224.01;FGTS
02.667.418/0001-82;Pessoa jurídica;Principal;TROPICAL THERMAS CLUBE;GO;GOIAS;PGFN;GOIAS;FGGO200800509;Em cobrança;AJUIZADA;Contribuições FGTS;20/05/2008;SIM;11364.39;FGTS
02.667.418/0001-82;Pessoa jurídica;Principal;TROPICAL THERMAS CLUBE;GO;GOIAS;PGFN;GOIAS;FGGO201200462;Em cobrança;AJUIZADA;Contribuições FGTS;22/10/2012;SIM;5103.94;FGTS
02.667.418/0001-82;Pessoa jurídica;Principal;TROPICAL THERMAS CLUBE;GO;GOIAS;PGFN;GOIAS;FGGO200900213;Em cobrança;AJUIZADA;Contribuições FGTS;10/03/2009;SIM;13657.82;FGTS
02.667.418/0001-82;Pessoa jurídica;Principal;TROPICAL THERMAS CLUBE;GO;GOIAS;PGFN;GOIAS;FGGO201200313;Em cobrança;AJUIZADA;Contribuições FGTS;17/08/2012;SIM;14303.11;FGTS
02.667.418/0001-82;Pessoa jurídica;Principal;TROPICAL THERMAS CLUBE;GO;GOIAS;PGFN;GOIAS;FGGO200800706;Em cobrança;AJUIZADA;Contribuições FGTS;11/06/2008;SIM;17551.75;FGTS
02.667.418/0001-82;Pessoa jurídica;Principal;TROPICAL THERMAS CLUBE;GO;GOIAS;PGFN;GOIAS;FGGO200700911;Em cobrança;AJUIZADA;Contribuições FGTS;28/12/2007;SIM;26489.63;FGTS
02.667.418/0001-82;Pessoa jurídica;Principal;TROPICAL THERMAS CLUBE;GO;GOIAS;PGFN;GOIAS;FGGO200900451;Em cobrança;AJUIZADA;Contribuições FGTS;05/06/2009;SIM;19493.71;FGTS
02.667.418/0001-82;Pessoa jurídica;Principal;TROPICAL THERMAS CLUBE;GO;GOIAS;PGFN;GOIAS;FGGO200700321;Em cobrança;AJUIZADA;Contribuições FGTS;22/06/2007;SIM;6489.44;FGTS
02.667.418/0001-82;Pessoa jurídica;Principal;TROPICAL THERMAS CLUBE;GO;GOIAS;PGFN;GOIAS;FGGO200700318;Em cobrança;AJUIZADA;Contribuições FGTS;22/06/2007;SIM;4128.10;FGTS
02.667.418/0001-82;Pessoa jurídica;Principal;TROPICAL THERMAS CLUBE;GO;GOIAS;PGFN;GOIAS;CSGO201200314;Em cobrança;AJUIZADA;Contribuições LC110 (FGTS);17/08/2012;SIM;221.61;FGTS
02.667.418/0001-82;Pessoa jurídica;Principal;TROPICAL THERMAS CLUBE;GO;GOIAS;PGFN;GOIAS;CSGO201200463;Em cobrança;AJUIZADA;Contribuições LC110 (FGTS);22/10/2012;SIM;1321.24;FGTS
01.609.999/0001-33;Pessoa jurídica;Principal;JOQUEI CLUBE DE GOIAS;GO;GOIAS;PGFN;GOIAS;CSGO200700759;Em cobrança;AJUIZADA;Contribuições LC110 (FGTS);28/11/2007;SIM;9747.60;FGTS
01.609.999/0001-33;Pessoa jurídica;Principal;JOQUEI CLUBE DE GOIAS;GO;GOIAS;PGFN;GOIAS;FGGO200700758;Em cobrança;AJUIZADA;Contribuições FGTS;28/11/2007;SIM;60404.10;FGTS
01.609.999/0001-33;Pessoa jurídica;Principal;JOQUEI CLUBE DE GOIAS;GO;GOIAS;PGFN;GOIAS;FGGO200801938;Em cobrança;AJUIZADA;Contribuições FGTS;25/11/2008;SIM;610.88;FGTS
02.125.870/0001-12;Pessoa jurídica;Principal;MINEIROS ESPORTE CLUBE;GO;RIO VERDE;PGFN;GOIAS;FGGO000002440;Em cobrança;AJUIZADA;Contribuições FGTS;02/12/1988;SIM;51039.04;FGTS
02.125.870/0001-12;Pessoa jurídica;Principal;MINEIROS ESPORTE CLUBE;GO;RIO VERDE;PGFN;GOIAS;FGGO000051091;Em cobrança;AJUIZADA;Contribuições FGTS;11/08/1982;SIM;20532.75;FGTS
02.125.870/0001-12;Pessoa jurídica;Principal;MINEIROS ESPORTE CLUBE;GO;RIO VERDE;PGFN;GOIAS;FGGO000004063;Em cobrança;AJUIZADA;Contribuições FGTS;06/04/1989;SIM;20089.37;FGTS
02.583.771/0001-84;Pessoa jurídica;Principal;NAUTICO CLUBE DE ITUMBIARA;GO;RIO VERDE;PGFN;GOIAS;FGGO000051187;Em cobrança;AJUIZADA;Contribuições FGTS;12/08/1982;SIM;10785.46;FGTS
02.583.771/0001-84;Pessoa jurídica;Principal;NAUTICO CLUBE DE ITUMBIARA;GO;RIO VERDE;PGFN;GOIAS;FGGO000057084;Em cobrança;AJUIZADA;Contribuições FGTS;17/05/1984;SIM;18663.76;FGTS
05.755.287/0001-83;Pessoa jurídica;Principal;GOIATUBA ESPORTE CLUBE LTDA;GO;RIO VERDE;PGFN;GOIAS;CSGO200801192;Em cobrança;AJUIZADA;Contribuições LC110 (FGTS);13/08/2008;SIM;188.98;FGTS
05.755.287/0001-83;Pessoa jurídica;Principal;GOIATUBA ESPORTE CLUBE LTDA;GO;RIO VERDE;PGFN;GOIAS;FGGO200801191;Em cobrança;AJUIZADA;Contribuições FGTS;13/08/2008;SIM;7869.78;FGTS
25.040.510/0001-13;Pessoa jurídica;Principal;CLUBE DOS TRINTA;GO;RIO VERDE;PGFN;GOIAS;FGGO200800191;Em cobrança;AJUIZADA;Contribuições FGTS;11/03/2008;SIM;4465.14;FGTS
01.668.946/0001-93;Pessoa jurídica;Principal;SOCIEDADE RECREATIVA EVANGELICA;GO;GOIAS;PGFN;GOIAS;FGGO000056368;Em cobrança;AJUIZADA;Contribuições FGTS;14/09/1983;SIM;10322.41;FGTS
01.668.946/0001-93;Pessoa jurídica;Principal;SOCIEDADE RECREATIVA EVANGELICA;GO;GOIAS;PGFN;GOIAS;FGGO000051258;Em cobrança;AJUIZADA;Contribuições FGTS;12/08/1982;SIM;3944.33;FGTS
01.919.026/0001-09;Pessoa jurídica;Principal;ASSOCIACAO ESPORTIVA JATAIENSE;GO;RIO VERDE;PGFN;GOIAS;FGGO200900208;Em cobrança;AJUIZADA;Contribuições FGTS;05/03/2009;SIM;11459.87;FGTS
01.919.026/0001-09;Pessoa jurídica;Principal;ASSOCIACAO ESPORTIVA JATAIENSE;GO;RIO VERDE;PGFN;GOIAS;FGGO000002325;Em cobrança;AJUIZADA;Contribuições FGTS;31/08/1988;SIM;35615.32;FGTS
01.919.026/0001-09;Pessoa jurídica;Principal;ASSOCIACAO ESPORTIVA JATAIENSE;GO;RIO VERDE;PGFN;GOIAS;FGGO000051083;Em cobrança;AJUIZADA;Contribuições FGTS;11/08/1982;SIM;71747.68;FGTS
04.217.342/0001-19;Pessoa jurídica;Principal;ENTIDADE ESPORTE CLUBE RIO V ERDE DE FUTSAL.;GO;RIO VERDE;PGFN;GOIAS;CSGO200700075;Em cobrança;AJUIZADA;Contribuições LC110 (FGTS);14/03/2007;SIM;129.44;FGTS
04.217.342/0001-19;Pessoa jurídica;Principal;ENTIDADE ESPORTE CLUBE RIO V ERDE DE FUTSAL.;GO;RIO VERDE;PGFN;GOIAS;FGGO200700074;Em cobrança;AJUIZADA;Contribuições FGTS;14/03/2007;SIM;8490.37;FGTS
02.233.203/0001-53;Pessoa jurídica;Principal;CLUBE RECREATIVO SANTA HELENA;GO;RIO VERDE;PGFN;GOIAS;CSGO200700686;Em cobrança;AJUIZADA;Contribuições LC110 (FGTS);09/11/2007;SIM;659.72;FGTS
02.233.203/0001-53;Pessoa jurídica;Principal;CLUBE RECREATIVO SANTA HELENA;GO;RIO VERDE;PGFN;GOIAS;FGGO200700685;Em cobrança;AJUIZADA;Contribuições FGTS;09/11/2007;SIM;34626.99;FGTS
08.819.095/0001-81;Pessoa jurídica;Principal;FRANCISCO JOSE MOREIRA;GO;ANAPOLIS;PGFN;ANAPOLIS;FGGO201600576;Em cobrança;INSCRITA;Contribuições FGTS;17/06/2016;NAO;3587.44;FGTS
08.819.095/0001-81;Pessoa jurídica;Principal;FRANCISCO JOSE MOREIRA;GO;ANAPOLIS;PGFN;ANAPOLIS;FGGO201600577;Em cobrança;INSCRITA;Contribuições FGTS;17/06/2016;NAO;1910.03;FGTS
00.015.776/0001-85;Pessoa jurídica;Principal;CLUBE BALNEARIO MEIA PONTE;GO;GOIAS;PGFN;GOIAS;FGGO000002375;Em cobrança;AJUIZADA;Contribuições FGTS;17/11/1988;SIM;6765.41;FGTS
00.015.776/0001-85;Pessoa jurídica;Principal;CLUBE BALNEARIO MEIA PONTE;GO;GOIAS;PGFN;GOIAS;FGGO000901357;Em cobrança;AJUIZADA;Contribuições FGTS;21/02/1978;SIM;77943.30;FGTS
